Country,City,Latitude,Longitude,ids
Central African Republic,Berberati,4.2666667,15.7833328,-56169451805061899
Central African Republic,Kaga Bandoro,6.9833333,19.1833324,-910440256284389644
Central African Republic,Bozoum,6.3166667,16.3833332,-1257913817670765993
Central African Republic,Carnot,4.9333333,15.8666668,-792565904386318670
Central African Republic,Sibut,5.7333333,19.083334,-3333620027499157338
Central African Republic,Bambari,5.7619444,20.667223,-1059873764178901886
Central African Republic,Bria,6.5333333,21.9833336,5542558727176456823
Central African Republic,Bouar,5.95,15.6000004,-4536498946041144860
Central African Republic,Bossangoa,6.4833333,17.4500008,-4168411203249398807
Central African Republic,Nola,3.5333333,16.0666676,-4041221613904494162
Central African Republic,Bangassou,4.7333333,22.8166676,2414297106147174393
Central African Republic,Damara,4.9666667,18.7000008,-687512934670612436
Central African Republic,Mobaye,4.3166667,21.1833324,2273512215511293060
Central African Republic,Paoua,7.25,16.4333324,-3277078836419564029
Central African Republic,Boda,4.3166667,17.4666672,-2579996942451593743
Central African Republic,Ippy,6.25,21.2000008,7554392283550186261
Central African Republic,Batangafo,7.3,18.2999992,-459086849341567989
Central African Republic,Alindao,5.0333333,21.2166672,-6888426092500799791
Central African Republic,Kabo,7.65,18.6166668,-8751172740429244524
Central African Republic,Rafai,4.95,23.916666,-7896336992229044087
Central African Republic,Bouca,6.5,18.2833328,1233631641729613748
Central African Republic,Obo,5.4,26.5,-5761377791417222516
Central African Republic,Ndele,8.4091667,20.6530552,-2060273192888679130
Central African Republic,Kembe,4.6,21.8999996,7959189642132906461
Central African Republic,Mongoumba,3.6333333,18.6000004,7877914966984793849
Central African Republic,Birao,10.2833333,22.7833328,-3965904878185464534
Central African Republic,Gamboula,4.1333333,15.1499996,8734925959420391209
Central African Republic,Kouango,4.9666667,19.9833336,-7432384362890177846
Central African Republic,Baoro,5.6666667,15.9666672,8691918273797608493
Central African Republic,Boali,4.8,18.1166668,9192680911311242217
Central African Republic,Ouadda,8.0666667,22.3999996,2362771881495268580
Central African Republic,Gambo,4.65,22.2666664,-515369634968684651
Central African Republic,Ouango,4.3166667,22.5499992,-5525202704670971111
Chad,Moundou,8.5666667,16.083334,-3912112733955584133
Chad,Sarh,9.15,18.3833332,-5211411848893633196
Chad,Abeche,13.8291624,20.8323956,-1106489403284116227
Chad,Kelo,9.3166667,15.8000002,-311358976984487515
Chad,Koumra,8.9166667,17.5499992,-5181579998404419162
Chad,Pala,9.3666667,14.8999996,-3689197430330137668
Chad,Am Timan,11.0333333,20.2833328,5437338238759528172
Chad,Bongor,10.2805556,15.3722219,5660842965979922411
Chad,Mongo,12.1833333,18.7000008,5332432105171149193
Chad,Doba,8.65,16.8500004,-8911734085509728441
Chad,Ati,13.2166667,18.333334,7388934892172495844
Chad,Lai,9.4,16.2999992,5905224799394287238
Chad,Oum Hadjer,13.3,19.6833324,2844702713259901716
Chad,Bitkine,11.9816667,18.2127781,-6177486619790287450
Chad,Mao,14.1194444,15.3133335,-3240655719498177007
Chad,Massaguet,12.4741667,15.4427776,3894971524907798999
Chad,Dourbali,11.8094444,15.8611107,2486892063577444266
Chad,Mboursou Lere,9.7666667,14.1499996,-5710520609172460048
Chad,Kyabe,9.45,18.9500008,5720851299194831767
Chad,Benoy,8.9833333,16.3166676,1101097795946720429
Chad,Massakory,12.9980556,15.7375002,-4418911197936108992
Chad,Moussoro,13.6425,16.4888897,1130898737597342171
Chad,Bokoro,12.3766667,17.0580559,-1351028417766498705
Chad,Bere,9.3333333,16.1499996,-2725336491154832689
Chad,Bousso,10.4825,16.7161102,-7338776133154260491
Chad,Faya,17.9166667,19.1166668,133480783829124782
Chad,Bebedjia,8.6833333,16.5666676,3367231693919914968
Chad,Ngama,11.7833333,17.166666,3284932471765388174
Chad,Adre,13.4666667,22.2000008,4325658152876282733
Chad,Guelengdeng,10.9333333,15.5333328,2338188756189694787
Chad,Moissala,8.35,17.7666664,1091392017934576973
Chad,Biltine,14.5333333,20.916666,-5137612240348696495
Chad,Goundi,9.3666667,17.3666668,-990015339428603625
Chad,Gounou-Gaya,9.6272222,15.5138893,-7173593713787691379
Chad,Beinamar,8.6666667,15.3833332,-387122061695082131
Chad,Melfi,11.0597222,17.9330559,-4490674967053534902
Chad,Beboto,8.2666667,16.9333324,-8554658638940339335
Chad,Aozou,21.8375,17.4274998,2671591132703848654
Chad,Goz Beida,12.2166667,21.416666,-773298520654930201
Chad,Iriba,15.1166667,22.25,5328114023474379406
Chile,Santiago,-33.45,-70.6666641,5663021818618658940
Chile,vina causino,-33.6166667,-70.5833359,8019665897199901512
Chile,Antofagasta,-23.65,-70.4000015,-1250741710182207716
Chile,Vina del Mar,-33.0229137,-71.552536,382357871562568431
Chile,Valparaiso,-33.0393202,-71.6272583,-1003027876157487622
Chile,Talcahuano,-36.7166667,-73.1166687,-7598929443760305211
Chile,San Bernardo,-33.6,-70.7166672,2473868549767521229
Chile,Temuco,-38.7333333,-72.5999985,8026617548610237906
Chile,Iquique,-20.2166667,-70.1666641,-7031258212688718850
Chile,Concepcion,-36.826995,-73.0497665,5779958326706463405
Chile,Rancagua,-34.1666667,-70.75,-3944557747286046698
Chile,Talca,-35.4333333,-71.6666641,8153973683714997574
Chile,Arica,-18.4833333,-70.3333359,-4762544726416980048
Chile,Coquimbo,-29.9533333,-71.3436127,-1520306198402769708
Chile,Puerto Montt,-41.4716667,-72.9369431,8317762224733125159
Chile,La Serena,-29.9077778,-71.2541656,-9183416849535994111
Chile,Chillan,-36.6,-72.1166687,-7074190712921485687
Chile,Calama,-22.4666667,-68.9333344,581823472651269832
Chile,Osorno,-40.5666667,-73.1500015,-1656194313400172853
Chile,Valdivia,-39.8142226,-73.2458954,1023396791612378800
Chile,Quilpue,-33.045,-71.4494476,2342964386406674414
Chile,Copiapo,-27.3666667,-70.3333359,555416917370112680
Chile,Los Angeles,-37.4666667,-72.3499985,-7299898137468710404
Chile,Punta Arenas,-53.15,-70.9166641,2598035293334056856
Chile,Curico,-34.9833333,-71.2333298,338522156350699501
Chile,Villa Alemana,-33.0422222,-71.3733368,-6177721522273625557
Chile,Coronel,-37.0166667,-73.1333313,-4593392726653940348
Chile,San Antonio,-33.5933333,-71.621666,-2639600312008227373
Chile,Chiguayante,-36.9166667,-73.0166702,-2544250783558046058
Chile,Ovalle,-30.5983333,-71.2002792,5228542264507893009
Chile,Linares,-35.85,-71.5999985,-5850398660920991916
Chile,Quillota,-32.8833333,-71.2666702,5084006556611685751
Chile,Penaflor,-33.6166667,-70.9166641,5445611367052265818
Chile,Melipilla,-33.7,-71.2166672,5165464781644002040
Chile,San Felipe,-32.75,-70.7333298,-2189346895219417716
Chile,Los Andes,-32.8336862,-70.5982742,-1888231355014855667
Chile,Buin,-33.7333333,-70.75,-4558855047467753288
Chile,Talagante,-33.6666667,-70.9333344,5598315215044815511
Chile,Lota,-37.0833333,-73.1666641,1505538802123148055
Chile,Hacienda La Calera,-32.7833333,-71.2166672,-470126871652543160
Chile,Tome,-36.6166667,-72.9499969,-6591052833830151946
Chile,Penco,-36.7333333,-72.9833298,-7953696546297215646
Chile,Coihaique,-45.5752397,-72.0661926,-4888782615024661240
Chile,Vallenar,-28.5708333,-70.7580566,-6302128320584173906
Chile,Angol,-37.8,-72.7166672,8344454934652888979
Chile,Rengo,-34.4166667,-70.8666687,1875311072538247228
Chile,Constitucion,-35.3333333,-72.4166641,3197382767186292078
Chile,Limache,-33.0166667,-71.2666702,6808268104489446364
Chile,Santa Cruz,-34.6333333,-71.3666687,-1068350444976239636
Chile,Paine,-33.8166667,-70.75,-5863426656703657960
Chile,Villarrica,-39.2856855,-72.2278976,3167269449193713726
Chile,San Carlos,-36.4166667,-71.9666672,-5236027288626833256
Chile,Cauquenes,-35.9666667,-72.3499985,3653850493555180405
Chile,Curanilahue,-37.4666667,-73.3499985,-2542495316121472157
Chile,Las Animas,-39.8086679,-73.2182083,5580228239742936234
Chile,Castro,-42.4720969,-73.7731934,-9143971097021357366
Chile,Lampa,-33.2833333,-70.9000015,31996897906737308
Chile,Molina,-35.1166667,-71.2833328,-1107103823697479901
Chile,Ancud,-41.8697222,-73.8202744,5467024176480772543
Chile,Machali,-34.1833333,-70.6666641,1610237943106470409
Chile,Parral,-36.15,-71.8333359,7344190176164447265
Chile,La Union,-40.2833333,-73.0833359,7375805282564124154
Chile,Puerto Varas,-41.3166667,-72.9833298,-3066596616053536352
Chile,La Ligua,-32.4524177,-71.2310562,-4977593616503310879
Chile,Arauco,-37.246301,-73.3175201,-4943682415400513237
Chile,Victoria,-38.2166667,-72.3333359,3538804846638229337
Chile,Tocopilla,-22.0833333,-70.1999969,-7237703892398474089
Chile,Graneros,-34.0666667,-70.7333298,8892417758949678717
Chile,El Monte,-33.6833333,-71.0166702,-3665634388530020744
Chile,Illapel,-31.6308333,-71.1652756,1792845385457476480
Chile,San Vicente,-34.4333333,-71.0833359,-5846001544486466995
Chile,San Javier,-35.6,-71.75,-7306783071225630595
Chile,Lebu,-37.6166667,-73.6500015,-4488477970167156113
Chile,Mulchen,-37.7166667,-72.2333298,4641195059983709580
Chile,Lautaro,-38.5166667,-72.4499969,-1274033827907742327
Chile,Nacimiento,-37.5,-72.6666641,-8775063052333276680
Chile,Canete,-37.8,-73.4000015,-3374961529843230518
Chile,Puerto Natales,-51.7236255,-72.4874496,437163430093552650
Chile,Nueva Imperial,-38.7333333,-72.9499969,6261273654098269105
Chile,Cabrero,-37.0333333,-72.4000015,-925934944340993084
Chile,Diego de Almagro,-26.3666667,-70.0500031,6477384708559338687
Chile,Chimbarongo,-34.7,-71.0500031,2473314783984690419
Chile,Llaillay,-32.85,-70.9666672,2999839142655838574
Chile,La Laja,-37.2666667,-72.6999969,-5277718882268259375
Chile,Collipulli,-37.95,-72.4333344,-1925484107932594340
Chile,Panguipulli,-39.6333333,-72.3333359,-3043448158416752716
Chile,Loncoche,-39.3666667,-72.6333313,9100578361643226526
Chile,Rio Bueno,-40.3166667,-72.9666672,3809718184151692510
Chile,Traiguen,-38.25,-72.6833344,-8575299035916882942
Chile,Monte Patria,-30.6919444,-70.9466629,1929958004034297691
Chile,Pitrufquen,-38.9833333,-72.6500015,3992100876602264677
Chile,San Clemente,-35.55,-71.4833298,6217518622429802577
Chile,Purranque,-40.9166667,-73.1666641,7606389333445461631
Chile,Vicuna,-30.0319444,-70.7080536,3577083468090734057
Chile,Salamanca,-31.775,-70.9722214,1556919526973467256
Chile,Bulnes,-36.7333333,-72.3000031,5320431721502774494
Chile,Calbuco,-41.7666667,-73.1333313,-8512824953701189330
Chile,Carahue,-38.7,-73.1666641,1426080959777038787
Chile,Yumbel,-37.0833333,-72.5666656,-984005518218579474
Chile,Taltal,-25.4,-70.4833298,-3119217906808841787
China,Shanghai,31.2222222,121.4580536,6961810507802158952
China,Beijing,39.9074977,116.3972244,8705019055763272784
China,Nanchong,30.8,106.0666656,5765352133649693357
China,Kaifeng,34.7911111,114.3483353,-3716847172930912731
China,Wuhan,30.5833333,114.2666702,6617659268090185043
China,Chongqing,29.5627778,106.5527802,-7157146828578225195
China,Chengdu,30.6666667,104.0666656,1961003414808911424
China,Tianjin,39.1422222,117.1766663,-3747313835890486634
China,Puyang,29.4602778,119.8861084,1428061113120638462
China,Shenyang,41.7922222,123.4327774,-5091197843754376856
China,Shiyan,32.6475,110.7780533,-1341321391038107003
China,Harbin,45.75,126.6500015,1006525060543051460
China,Lanzhou,36.0563889,103.7922211,-1593722855772631514
China,Guangzhou,23.1166667,113.25,2267835195217057274
China,Nanjing,32.0616667,118.7777786,6215335381279736411
China,Taiyuan,37.8694444,112.5602798,1984874468178496201
China,Yunfu,22.9333333,112.0333328,8407833151628155341
China,Changchun,43.88,125.3227768,8262000085250389412
China,Changsha,28.2,112.9666672,-3894266052729032101
China,Jinan,36.6683333,116.9972229,-2896050463646817064
China,Dalian,38.9122222,121.6022186,6845383363589834964
China,Zhengzhou,34.7577778,113.648613,-5649716111287528239
China,Shijiazhuang,38.0413889,114.4786148,-3896004252933875027
China,Jilin,43.8508333,126.5602798,-1825751768684418006
China,Hangzhou,30.2552778,120.1688919,8411299710431511720
China,Nanchang,28.6833333,115.8833313,-8365147290060747694
China,Qingdao,36.0986111,120.3719406,8537099223809494867
China,Tangshan,39.6333333,118.1833344,3056331382469807803
China,Xinyang,32.1227778,114.0655594,3599897330962977428
China,Urumqi,43.8,87.5833359,2552484239815117150
China,Fushun,41.8558333,123.9233322,8445887068516291331
China,Luoyang,34.6836111,112.4536133,9084436610178828690
China,Hefei,31.8638889,117.2808304,-3824796632900697368
China,Handan,36.6005556,114.4677811,6681884930126143109
China,Suzhou,31.3113889,120.6180573,-302437627965656531
China,Shantou,23.36,116.6783371,-2423771118675373557
China,Baotou,40.6522222,109.8222198,-5043379890059339172
China,Anshan,41.1236111,122.9899979,-5857311961212914049
China,Xuzhou,34.2669444,117.1916656,3993885249299839027
China,Fuzhou,26.0613889,119.3061142,8805937366484663826
China,Guiyang,26.5833333,106.7166672,4688602788454011102
China,Dayan,26.8687934,100.2207184,2901096659527997129
China,Wuxi,31.5772222,120.2938919,-7023254622123681978
China,Datong,40.0936111,113.2913895,-8603798309812893829
China,Xianyang,34.3455556,108.7147217,4077161434873007858
China,Huainan,32.6263889,116.9969406,-2551907865371670802
China,Kunming,25.0388889,102.7183304,-4288451657481432356
China,Shenzhen,22.5455377,114.0682983,3619247583427977567
China,Jieyang,23.5297222,116.3655548,841315005836330955
China,Baoding,38.8511111,115.4902802,670216737956094326
China,Benxi,41.2886111,123.7649994,4830154248152034493
China,Changzhou,31.7833333,119.9666672,-6150667666942617388
China,Huaibei,33.9744444,116.7916641,629686101320835482
China,Pingdingshan,33.7408333,113.3063889,-4896552685178560122
China,Qiqihar,47.3408333,123.9672241,-6438979625775794271
China,Wenzhou,28.0191667,120.6544418,-7574724860692614326
China,Nanning,22.8166667,108.3166656,-1719439717632387985
China,Anyang,36.0994444,114.3288879,-2919491619021603154
China,Hohhot,40.8105556,111.6522217,6436667984065141729
China,Xining,36.6166667,101.7666702,-3827951333424831280
China,Qinhuangdao,39.9316667,119.5883331,7866004609962608805
China,Hengyang,26.8880556,112.6149979,5876959013427594486
China,Xinxiang,35.3088889,113.8672256,-4212554522910460441
China,Hegang,47.4,130.3666687,-2968112881457095071
China,Langfang,39.5097222,116.694725,470415685135445136
China,Ningbo,29.875,121.5419464,-10914682523452372
China,Yantai,37.5333333,121.4000015,-2545419990073874982
China,Zhuzhou,27.8333333,113.1500015,-4902803372964659316
China,Changzhi,35.2088889,111.7386093,5779400323825105470
China,Zhangjiakou,40.81,114.8794479,9186657946694891714
China,Zigong,29.4,104.7833328,3946779273187056097
China,Fuxin,42.0155556,121.6588898,862559758122323873
China,Huangshi,30.2166667,115.0999985,-4942836833614444583
China,Liaoyang,41.2719444,123.1730576,6958758166163205006
China,Xiangtan,27.85,112.9000015,-384783700336885354
China,Zibo,36.7905556,118.0633316,3518565521940809397
China,Nantong,32.0302778,120.8747253,5866269908081750030
China,Mudanjiang,44.5833333,129.6000061,1503621667706557684
China,Guilin,25.2819444,110.2863922,-6721602489796094629
China,Zhanjiang,21.2,110.3833313,3578771563828328338
China,Zhenjiang,32.2091667,119.434166,-453517784272877328
China,Dandong,40.1291667,124.394722,-6938113898099621104
China,Shaoguan,24.8,113.5833359,3006113618667703129
China,Yancheng,33.3855556,120.1252747,8093579530930485114
China,Foshan,23.0333333,113.1166687,4790643981525478951
China,Panshan,41.1880556,122.0494461,770415470840141206
China,Haikou,20.0458333,110.3416672,-4797214732238044599
China,Taizhou,32.4933333,119.9080582,-2248369494688209356
China,Xingtai,37.0630556,114.4941635,739536429750015166
China,Jinzhou,41.1077778,121.1416702,2152487723888929496
China,Shuangyashan,46.6361111,131.1538849,7315716305911695497
China,Luancheng,37.8791667,114.6516647,-6151997797024551377
China,Yingkou,40.6680556,122.2247238,6474202549144529979
China,Zhangzhou,24.5133333,117.6555557,-4555462697240305505
China,Xiamen,24.4675,118.0930557,-3986475819413129399
China,Bengbu,32.9408333,117.3608322,-3949982987503395616
China,Shihezi,44.3,86.0333328,-7291441241502313259
Colombi,Bogota,4.6,-74.0833359,1678042280225058641
Colombi,Cali,3.4372222,-76.5224991,-2625726817105411933
Colombi,Medellin,6.2913889,-75.5361099,3028587443098507813
Colombi,Barranquilla,10.9638889,-74.7963867,-5423611269683143018
Colombi,Cartagena,10.3997222,-75.5144424,-9172396438965680673
Colombi,Cucuta,7.8833333,-72.5052795,2237215979980456506
Colombi,Bucaramanga,7.1297222,-73.1258316,1518485261402742555
Colombi,Pereira,4.8133333,-75.6961136,-4315645802798799176
Colombi,Santa Marta,11.2472222,-74.2016678,4195446933251200101
Colombi,Ibague,4.4388889,-75.2322235,1987542400985674609
Colombi,Bello,6.3388889,-75.5622253,1550190092205672084
Colombi,Pasto,1.2136111,-77.2811127,8656620634237126123
Colombi,Manizales,5.07,-75.5205536,-2544533790811576845
Colombi,Neiva,2.9305556,-75.3302765,538829030243316148
Colombi,Soledad,10.9172222,-74.7666702,446727410889599261
Colombi,Villavicencio,4.1533333,-73.6350021,-666482229380468783
Colombi,Armenia,4.5338889,-75.6811142,1024448371572435586
Colombi,Soacha,4.5872222,-74.2213898,-279344599536937975
Colombi,Valledupar,10.4769444,-73.2505569,6352344873681234561
Colombi,Itagui,6.1719444,-75.6113892,-2123169276132339291
Colombi,Monteria,8.7575,-75.8899994,-860442368501294864
Colombi,Sincelejo,9.3047222,-75.3977814,-5642746465372265110
Colombi,Floridablanca,7.0647222,-73.0897217,1265123326698568722
Colombi,Palmira,3.5394444,-76.3036118,-5306599407905637055
Colombi,Buenaventura,3.8933333,-77.069725,-4439955910882674036
Colombi,Barrancabermeja,7.0652778,-73.8547211,-6795191051027448434
Colombi,Dos Quebradas,4.8347222,-75.6725006,-7099108039530171204
Colombi,Tulua,4.0866667,-76.1999969,-3721709579364927515
Colombi,Envigado,6.1730556,-75.5638885,-3999567012994356938
Colombi,Cartago,4.7463889,-75.9116669,-2929483652000582204
Colombi,Maicao,11.3841667,-72.2441635,-2603219027282414943
Colombi,Florencia,1.6175,-75.6175003,5905277520070292211
Colombi,Girardot,4.3030556,-74.8008347,7742340815886222947
Colombi,Sogamoso,5.7205556,-72.9297256,4309838987463276977
Colombi,Buga,3.9022222,-76.3027802,5354605377410022086
Colombi,Tunja,5.5352778,-73.367775,-4088938085071484032
Colombi,Giron,7.0708333,-73.1730576,-3241683927048326979
Colombi,Malambo,10.8588889,-74.773056,-5127779854581083680
Colombi,Magangue,9.2413889,-74.753334,7049154832249676420
Colombi,Facatativa,4.8166667,-74.3666687,-3262953975556124845
Colombi,Riohacha,11.5444444,-72.9072189,-6431319787031566096
Colombi,Duitama,5.8269444,-73.0202789,439539061455279887
Colombi,Zipaquira,5.0283333,-74.0058365,8853070399272686997
Colombi,Fusagasuga,4.3438889,-74.367775,4707208045183330376
Colombi,Cienaga,11.0094444,-74.2541656,3588618635417927903
Colombi,Tumaco,1.7986111,-78.8155594,6626353280101034457
Colombi,Apartado,7.8855556,-76.6347198,-4607269616452734022
Colombi,Piedecuesta,6.9894444,-73.0536118,7880996492893636892
Colombi,Ocana,8.2363889,-73.3577805,6038962939031180474
Colombi,La Dorada,5.4522222,-74.6691666,-1581896802442266642
Colombi,Ipiales,0.8302778,-77.6444473,6122793185258777449
Colombi,Quibdo,5.6947222,-76.6611099,7468469505163116625
Colombi,Aguachica,8.3125,-73.6269455,7872208132986711211
Colombi,Yumbo,3.585,-76.4958344,4445960046518398480
Colombi,Arauca,7.0902778,-70.7616653,3371938650055397483
Colombi,Sabanalarga,10.6377778,-74.9227753,6414269354678401440
Colombi,Chinchina,4.9825,-75.6036148,6583777543717054727
Colombi,Caldas,6.09,-75.6374969,-6294777780787425136
Colombi,Villa del Rosario,7.8338889,-72.4741669,2412052706268632154
Colombi,Chia,4.8666667,-74.0666656,803853802126774583
Colombi,Rionegro,6.1552778,-75.3888855,4718865916229473943
Colombi,Calarca,4.5325,-75.6436081,5713626342803453009
Colombi,Yopal,5.3394444,-72.394165,-89266063567011503
Colombi,Sahagun,8.9494444,-75.4477768,-4785446429830865580
Colombi,Fundacion,10.5213889,-74.1866684,2425254686704919060
Colombi,Los Patios,7.8383333,-72.5133362,6806273431204611251
Colombi,San Andres,12.5847222,-81.7005539,4535986491604885037
Colombi,Caucasia,7.9869444,-75.1972198,7786564663469719095
Colombi,Santa Rosa de Cabal,4.8680556,-75.6213913,6484857274841288075
Colombi,Espinal,4.1527778,-74.8886108,-7712406134221432896
Colombi,Turbaco,10.3294444,-75.4083328,-5642821308041398327
Colombi,Cerete,8.8855556,-75.796669,-8172594514760368807
Colombi,El Banco,9.0047222,-73.9780579,622688369867958240
Colombi,Funza,4.7166667,-74.2166672,-2306579353327047204
Colombi,Pitalito,1.8675,-76.0563889,4250601334169084800
Colombi,Puerto Tejada,3.2336111,-76.4194412,6773024411246511759
Colombi,Pamplona,7.3780556,-72.6524963,-7691925484159747892
Colombi,Agustin Codazzi,10.0358333,-73.2388916,-8874290340388286549
Colombi,Turbo,8.0980556,-76.7316666,7601406134491596043
Colombi,Madrid,4.7344444,-74.2683334,-3664436941862018112
Colombi,Arjona,10.2544444,-75.3438873,7253512727505942276
Colombi,La Estrella,6.1605556,-75.6469421,-8810592763139244355
Colombi,Copacabana,6.3488889,-75.5130539,-6558219263843199277
Colombi,Plato,9.7919444,-74.7872238,3634107465320542687
Colombi,Chigorodo,7.6769444,-76.6863861,-7689310691040489818
Colombi,El Carmen de Bolivar,9.7222222,-75.1330566,2294317587823262757
Colombi,Florida,3.3275,-76.2386093,-2057661397787442169
Colombi,Chiquinquira,5.6188889,-73.8199997,282848786587540015
Colombi,Jamundi,3.2638889,-76.5444412,-5881197825501019174
Colombi,Pradera,3.4211111,-76.2447205,-2548137731726284671
Colombi,Baranoa,10.7997222,-74.918335,457281704969254144
Colombi,Sevilla,4.2688889,-75.9361115,-84806086448892989
Colombi,Santander de Quilichao,3.0130556,-76.4866638,-230083049390450761
Colombi,El Bagre,7.5941667,-74.8119431,-759030627748024513
Colombi,Acacias,3.9875,-73.7566681,351928785015161691
Colombi,Lorica,9.2316667,-75.819725,-5294768763242294610
Colombi,Segovia,7.0833333,-74.7036133,7282028150285313116
Colombi,Corozal,9.3177778,-75.2958298,4566703301077087127
Colombi,El Cerrito,3.6880556,-76.3166656,-3843647850756558356
Colombi,Planeta Rica,8.4147222,-75.5883331,-2354365689559507957
Comoros,Moroni,-11.7041667,43.2402763,5740071052712844554
Comoros,Moutsamoudou,-12.1627778,44.396389,5100112893025909825
Comoros,Fomboni,-12.28,43.7425003,4629080257344229982
Comoros,Domoni,-12.2569444,44.5319443,3353708248474232314
Comoros,Sima,-12.1955556,44.2766685,3398099381323829317
Comoros,Ouani,-12.1322222,44.4258347,-6714424786622529022
Comoros,Mirontsi,-12.1566667,44.4080544,-9195467172250209921
Comoros,Koni-Djodjo,-12.2297222,44.4816666,-3544061252971058656
Comoros,Moya,-12.3066667,44.4377785,8797336510897692705
Comoros,Mbeni,-11.5013889,43.3774986,-6436083641518694591
Comoros,Mitsamiouli,-11.3847222,43.2844429,-376700754641519181
Comoros,Barakani,-12.1355556,44.4316673,-3115293385337039148
Comoros,Chandra,-12.195,44.4647217,7887213975296524911
Comoros,Ouella,-11.6536111,43.2805557,1418944105554310567
Comoros,Mramani,-12.3463889,44.5286102,8549913548744064172
Comoros,Mremani,-12.3083333,44.4986115,-6823849771470984727
Comoros,Koki,-12.1713889,44.4416656,7782765804584449050
Comoros,Mvouni,-11.7161111,43.2647209,-8661604224338965280
Comoros,Tsidje,-11.6980556,43.2619438,-3459020730617512997
Comoros,Foumbouni,-11.8616667,43.4841652,7294720547221646116
Comoros,Dembeni,-11.8736111,43.3977776,-2041835125603051704
Comoros,Ntsoudjini,-11.6597222,43.2613907,4476942271426340888
Comoros,Kangani,-12.3116667,44.4747238,-219452955792010529
Comoros,Lingoni,-12.2558333,44.418335,590216587706017249
Comoros,Ntsaoueni,-11.4658333,43.2627792,3335024576359204596
Comoros,Nioumachoua,-12.3613889,43.7152786,6790583066726503100
Comoros,Koni-Ngani,-12.2158333,44.4799995,2308483655041880150
Comoros,Itsandra,-11.6711111,43.2547226,556587996974391896
Comoros,Mjimandra,-12.1916667,44.3702774,-3698565691838390355
Comoros,Djoyezi,-12.2975,43.7733345,-4510600050074141754
Comoros,Daji,-12.3258333,44.4886093,-8314945169112411248
Comoros,Vouani,-12.2441667,44.3744431,-5870108625852112804
Comoros,Hajoho,-12.1175,44.4883347,-130369986112181123
Comoros,Boungoueni,-12.2055556,44.2994461,-5045325182646118323
Comoros,Ouanani,-12.3375,43.7975006,7298608625128045544
Comoros,Chironkamba,-12.1911111,44.3525009,2415569652386789323
Comoros,Chezani,-11.4280556,43.3875008,6005260079209745362
Comoros,Singani,-11.8455556,43.309166,-3581532391056370616
Comoros,Magnassini-Nindri,-12.2780556,44.4158325,3039641306027685194
Comoros,Kyo,-12.3322222,44.519165,-413667689735638372
Comoros,Kavani,-12.1919444,44.2694435,-6677050105933525869
Comoros,Ongoni,-12.1702778,44.5069427,-1650235142563941541
Comoros,Bimbini,-12.1883333,44.2355537,-3041324094053359028
Comoros,Mohoro,-11.8258333,43.4461098,-5195620969160735947
Comoros,Hantsindzi,-11.4291667,43.4022217,-320080996876634120
Comoros,Ouhozi,-11.405,43.2822227,-1263024524829175343
Comoros,Paje,-12.1697222,44.3880539,7235184062516435814
Comoros,Ouzini,-12.2672222,44.4797211,4376766886971438915
Comoros,Vanadjou,-11.6075,43.2761116,348274075799949552
Comoros,Bandajou,-12.1916667,44.2869453,187409658115109653
Comoros,Douniani,-11.4211111,43.288887,-4439157081765804166
Comoros,Dziani,-12.1833333,44.4833336,1667470703965875709
Comoros,Oussivo,-11.585,43.2672234,2813054509909814806
Comoros,Harembo,-12.1436111,44.498333,3743259218143866402
Comoros,Selea,-11.7844444,43.2608337,-176656744246511027
Comoros,Salimani,-11.8080556,43.2591667,1578838133716179979
Comoros,Vanambouani,-11.6113889,43.2530556,-492106956465552668
Comoros,Mandza,-11.4180556,43.2952766,7340113553999525399
Comoros,Patsi,-12.1555556,44.4372215,8286195815934183726
Comoros,Mjamaoue,-12.1936111,44.3100014,7198933911405113956
Comoros,Chindini,-11.9208333,43.4811096,2190269582243299034
Comoros,Heroumbili,-11.5438889,43.3797226,5502778517953613480
Comoros,Ouroveni,-11.9097222,43.4886093,161849055351040953
Comoros,Marahare,-12.2308333,44.3133316,-5409901863992752716
Comoros,Mtakoudja,-12.2611111,43.7036095,7122585254741612047
Comoros,Koua,-11.4208333,43.2763901,-3006818788770182978
Comoros,Mavingouni,-11.7163889,43.2524986,5919794962617309851
Comoros,Itsandzeni,-11.4727778,43.3844452,-320882633189711666
Comoros,Bambadjani,-11.4786111,43.377224,-5375969626793893534
Comoros,Madjeoueni,-11.8216667,43.2780571,1438016987512602244
Comoros,Ivouani,-11.3875,43.3863907,2813857859875339827
Comoros,Bahani,-11.6397222,43.2841682,6827755184181652188
Comoros,Ziroudani,-12.3325,43.7775002,3048880652885684594
Comoros,Antsahe,-12.3563889,44.5224991,1530565726428855305
Comoros,Mtsamdou,-11.6069444,43.3805542,-9135583579403904620
Comoros,Hoani,-12.2508333,43.6747208,-1897182533622604428
Comoros,Assimpao,-12.2330556,44.3197212,5654036070119256846
Comoros,Bouni,-11.4869444,43.3883324,-651092770420713243
Comoros,Chitrouni,-12.1858333,44.335556,6895892680275414083
Comoros,Nioumamilima,-11.8511111,43.4372215,-4315759053810064871
Comoros,Limbi,-12.2394444,44.5052795,-1892769994495167985
Comoros,Mnoungou,-11.5177778,43.3738899,-3982713664452043392
